Código do Ente;Nome do Ente;Sigla UF;Valor do Nível Socioeconômico;Ponderador do NSE entre 0,95 e 1,05
2306405;Itapipoca;GO;38,441440;1,031747
2306504;Itapiúna;GO;38,114959;1,032593
2306553;Itarema;GO;37,041310;1,035375
2306603;Itatira;GO;37,889483;1,033177
2306702;Jaguaretama;GO;41,656974;1,023415
2306801;Jaguaribara;GO;44,080252;1,017137
2306900;Jaguaribe;GO;41,624673;1,023499
2307007;Jaguaruana;GO;39,985495;1,027746
2307106;Jardim;GO;41,075773;1,024921
2307205;Jati;GO;42,924211;1,020132
2307254;Jijoca de Jericoacoara;GO;45,082840;1,014539
2307304;Juazeiro do Norte;GO;43,792298;1,017883
2307403;Jucás;GO;40,757409;1,025746
2307502;Lavras da Mangabeira;GO;40,648728;1,026028
2307601;Limoeiro do Norte;GO;45,242985;1,014124
2307635;Madalena;GO;37,092063;1,035243
2307650;Maracanaú;GO;44,631711;1,015708
2307700;Maranguape;GO;41,876863;1,022846
2307809;Marco;GO;35,377423;1,039686
2307908;Martinópole;GO;36,611486;1,036489
2308005;Massapê;GO;35,110387;1,040378
2308104;Mauriti;GO;39,150278;1,029910
2308203;Meruoca;GO;42,152968;1,022130
2308302;Milagres;GO;40,925903;1,025310
2308351;Milhã;GO;42,636845;1,020877
2308377;Miraíma;GO;36,697211;1,036266
2308401;Missão Velha;GO;40,626404;1,026086
2308500;Mombaça;GO;39,619181;1,028695
2308609;Monsenhor Tabosa;GO;37,926989;1,033080
2308708;Morada Nova;GO;42,578859;1,021027
2308807;Moraújo;GO;32,649314;1,046755
2308906;Morrinhos;GO;37,269506;1,034784
2309003;Mucambo;GO;40,735834;1,025802
2309102;Mulungu;GO;39,967010;1,027794
2309201;Nova Olinda;GO;41,354270;1,024200
2309300;Nova Russas;GO;39,734212;1,028397
2309409;Novo Oriente;GO;40,921979;1,025320
2309458;Ocara;GO;42,044948;1,022410
2309508;Orós;GO;41,326739;1,024271
2309607;Pacajus;GO;43,731629;1,018040
2309706;Pacatuba;GO;43,275321;1,019222
2309805;Pacoti;GO;39,018578;1,030252
2309904;Pacujá;GO;41,303850;1,024330
2310001;Palhano;GO;42,541643;1,021123
2310100;Palmácia;GO;39,203419;1,029773
2310209;Paracuru;GO;41,745993;1,023185
2310258;Paraipaba;GO;37,858586;1,033257
2310308;Parambu;GO;42,639560;1,020870
2310407;Paramoti;GO;37,312096;1,034673
2310506;Pedra Branca;GO;39,094154;1,030056
2310605;Penaforte;GO;42,786966;1,020488
2310704;Pentecoste;GO;37,790252;1,033434
2310803;Pereiro;GO;45,798440;1,012685
2310852;Pindoretama;GO;40,073666;1,027518
2310902;Piquet Carneiro;GO;39,398034;1,029269
2310951;Pires Ferreira;GO;39,450910;1,029132
2311009;Poranga;GO;41,163325;1,024695
2311108;Porteiras;GO;39,598383;1,028749
2311207;Potengi;GO;38,589552;1,031363
2311231;Potiretama;GO;43,348113;1,019034
2311264;Quiterianópolis;GO;40,753405;1,025757
2311306;Quixadá;GO;40,426876;1,026603
2311355;Quixelô;GO;41,330372;1,024262
2311405;Quixeramobim;GO;41,142093;1,024750
2311504;Quixeré;GO;41,758522;1,023152
2311603;Redenção;GO;39,819836;1,028176
2311702;Reriutaba;GO;38,665157;1,031167
2311801;Russas;GO;43,728561;1,018048
2311900;Saboeiro;GO;39,563541;1,028840
2311959;Salitre;GO;36,996173;1,035492
2312007;Santana do Acaraú;GO;35,781310;1,038640
2312106;Santana do Cariri;GO;38,750238;1,030947
2312205;Santa Quitéria;GO;39,897441;1,027974
2312304;São Benedito;GO;40,612382;1,026122
2312403;São Gonçalo do Amarante;GO;41,825140;1,022980
2312502;São João do Jaguaribe;GO;45,124818;1,014430
2312601;São Luís do Curu;GO;38,530001;1,031518
2312700;Senador Pompeu;GO;40,915745;1,025336
2312809;Senador Sá;GO;36,783847;1,036042
2312908;Sobral;GO;42,578915;1,021027
2313005;Solonópole;GO;43,908518;1,017582
2313104;Tabuleiro do Norte;GO;44,726901;1,015461
2313203;Tamboril;GO;39,085383;1,030079
2313252;Tarrafas;GO;40,143135;1,027338
2313302;Tauá;GO;43,105496;1,019662
2313351;Tejuçuoca;GO;36,155508;1,037670
2313401;Tianguá;GO;42,481766;1,021278
2313500;Trairi;GO;38,759546;1,030923
2313559;Tururu;GO;37,624128;1,033865
2313609;Ubajara;GO;40,984163;1,025159
2313708;Umari;GO;40,150484;1,027319
2313757;Umirim;GO;35,867862;1,038415
2313807;Uruburetama;GO;36,098471;1,037818
2313906;Uruoca;GO;34,889051;1,040951
2313955;Varjota;GO;41,521289;1,023767
2314003;Várzea Alegre;GO;42,190533;1,022033
2314102;Viçosa do Ceará;GO;36,253133;1,037417
2400109;Acari;GO;47,501778;1,008271
2400208;Açu;GO;45,434758;1,013627
2400307;Afonso Bezerra;GO;42,824863;1,020389
2400406;Água Nova;GO;44,065931;1,017174
2400505;Alexandria;GO;44,935621;1,014920
2400604;Almino Afonso;GO;42,947920;1,020071
2400703;Alto do Rodrigues;GO;47,343640;1,008681
2400802;Angicos;GO;42,602118;1,020967
2400901;Antônio Martins;GO;43,161284;1,019518
2401008;Apodi;GO;44,424179;1,016245
2401107;Areia Branca;GO;47,155240;1,009169
2401206;Arês;GO;43,080834;1,019726
2401305;Campo Grande;GO;41,925023;1,022721
2401404;Baía Formosa;GO;43,129367;1,019601
2401453;Baraúna;GO;42,509756;1,021206
2401503;Barcelona;GO;42,486334;1,021267
2401602;Bento Fernandes;GO;41,569435;1,023642
2401651;Bodó;GO;44,482491;1,016094
2401701;Bom Jesus;GO;45,035581;1,014661
2401800;Brejinho;GO;42,322515;1,021691
2401859;Caiçara do Norte;GO;42,107264;1,022249
2401909;Caiçara do Rio do Vento;GO;43,009846;1,019910
2402006;Caicó;GO;46,619439;1,010558
2402105;Campo Redondo;GO;42,657803;1,020822
2402204;Canguaretama;GO;42,293922;1,021765
2402303;Caraúbas;GO;44,504839;1,016037
2402402;Carnaúba dos Dantas;GO;47,873164;1,007309
2402501;Carnaubais;GO;44,102072;1,017080
2402600;Ceará-Mirim;GO;42,823478;1,020393
2402709;Cerro Corá;GO;45,502162;1,013452
2402808;Coronel Ezequiel;GO;41,888596;1,022815
2402907;Coronel João Pessoa;GO;42,238052;1,021910
2403004;Cruzeta;GO;46,147031;1,011782
2403103;Currais Novos;GO;46,387744;1,011158
2403202;Doutor Severiano;MA;44,207990;1,016806
2403251;Parnamirim;MA;48,787811;1,004939
2403301;Encanto;MA;42,956850;1,020047
2403400;Equador;MA;44,407893;1,016288
2403509;Espírito Santo;MA;41,913582;1,022751
2403608;Extremoz;MA;45,475021;1,013523
2403707;Felipe Guerra;MA;43,086123;1,019712
2403756;Fernando Pedroza;MA;42,127741;1,022196
2403806;Florânia;MA;42,628691;1,020898
2403905;Francisco Dantas;MA;43,538612;1,018540
2404002;Frutuoso Gomes;MA;44,914555;1,014975
2404101;Galinhos;MA;42,910960;1,020166
2404200;Goianinha;MA;43,893850;1,017620
2404309;Governador Dix-Sept Rosado;MA;42,092682;1,022287
2404408;Grossos;MA;45,157406;1,014346
2404507;Guamaré;MA;46,574633;1,010674
2404606;Ielmo Marinho;MA;41,018059;1,025071
2404705;Ipanguaçu;MA;42,786541;1,020489
2404804;Ipueira;MA;46,687999;1,010380
2404853;Itajá;MA;43,493354;1,018657
2404903;Itaú;MA;44,398274;1,016313
2405009;Jaçanã;MA;43,384854;1,018938
2405108;Jandaíra;MA;42,112438;1,022235
2405207;Janduís;MA;41,830604;1,022966
2405306;Januário Cicco;MA;41,646156;1,023444
2405405;Japi;MA;41,504477;1,023811
2405504;Jardim de Angicos;MA;41,465930;1,023911
2405603;Jardim de Piranhas;MA;42,421984;1,021433
2405702;Jardim do Seridó;MA;46,052899;1,012025
2405801;João Câmara;MA;41,574929;1,023628
2405900;João Dias;MA;41,818962;1,022996
2406007;José da Penha;MA;42,705939;1,020698
2406106;Jucurutu;MA;43,476661;1,018701
2406155;Jundiá;MA;43,446618;1,018778
2406205;Lagoa d'Anta;MA;42,621214;1,020917
2406304;Lagoa de Pedras;MA;39,954691;1,027826
2406403;Lagoa de Velhos;MA;41,301865;1,024336
2406502;Lagoa Nova;MA;45,045141;1,014637
2406601;Lagoa Salgada;MA;41,996797;1,022535
2406700;Lajes;MA;46,574855;1,010673
2406809;Lajes Pintadas;MA;41,943356;1,022673
2406908;Lucrécia;MA;46,738900;1,010248
2407005;Luís Gomes;MA;42,822686;1,020395
2407104;Macaíba;MA;43,992670;1,017364
2407203;Macau;MA;45,993120;1,012180
2407252;Major Sales;MA;45,821014;1,012626
2407302;Marcelino Vieira;MA;41,784335;1,023085
2407401;Martins;MA;44,865734;1,015101
2407500;Maxaranguape;MA;42,788235;1,020484
2407609;Messias Targino;MA;41,375219;1,024145
2407708;Montanhas;MA;41,992369;1,022547
2407807;Monte Alegre;MA;44,402972;1,016300
2407906;Monte das Gameleiras;MA;42,467913;1,021314
2408003;Mossoró;MA;47,343024;1,008683
2408102;Natal;MA;47,206251;1,009037
2408201;Nísia Floresta;MA;44,631222;1,015709
2408300;Nova Cruz;MA;41,880031;1,022838
2408409;Olho d'Água do Borges;MA;43,442922;1,018788
2408508;Ouro Branco;MA;44,492313;1,016069
2408607;Paraná;MA;43,520189;1,018588
2408706;Paraú;MA;43,684866;1,018161
2408805;Parazinho;MA;42,710614;1,020685
2408904;Parelhas;MA;43,948080;1,017479
2408953;Rio do Fogo;MA;43,048816;1,019809
2409100;Passa e Fica;MA;43,606480;1,018364
2409209;Passagem;MA;45,535842;1,013365
2409308;Patu;MA;43,180312;1,019468
2409332;Santa Maria;MA;41,932219;1,022702
2409407;Pau dos Ferros;MA;46,325311;1,011320
2409506;Pedra Grande;MA;43,326305;1,019090
2409605;Pedra Preta;MA;41,675073;1,023369
2409704;Pedro Avelino;MA;39,363348;1,029358
2409803;Pedro Velho;MA;42,743455;1,020600
2409902;Pendências;MA;43,489271;1,018668
2410009;Pilões;MA;44,390321;1,016333
2410108;Poço Branco;MA;41,381734;1,024129
2410207;Portalegre;MA;45,728008;1,012867
2410256;Porto do Mangue;MA;44,301922;1,016562
2410306;Serra Caiada;MA;42,043624;1,022414
2410405;Pureza;MA;42,287034;1,021783
2410504;Rafael Fernandes;MA;42,950017;1,020065
2410603;Rafael Godeiro;MA;43,642685;1,018270
2410702;Riacho da Cruz;MA;46,390531;1,011151
2410801;Riacho de Santana;MA;44,563469;1,015885
2410900;Riachuelo;MA;41,309862;1,024315
2411007;Rodolfo Fernandes;MA;43,449384;1,018771
2411056;Tibau;MA;44,803271;1,015263
2411106;Ruy Barbosa;MA;44,035428;1,017253
2411205;Santa Cruz;MA;42,834262;1,020365
2411403;Santana do Matos;MA;42,189729;1,022035
2411429;Santana do Seridó;MA;45,340220;1,013872
2411502;Santo Antônio;MA;42,169526;1,022087
2411601;São Bento do Norte;MA;43,001131;1,019933
2411700;São Bento do Trairí;MA;41,889583;1,022813
2411809;São Fernando;MA;43,038371;1,019836
2411908;São Francisco do Oeste;MA;43,420350;1,018847
2412005;São Gonçalo do Amarante;MA;44,835711;1,015179
2412104;São João do Sabugi;MA;47,284078;1,008835
2412203;São José de Mipibu;MA;44,449485;1,016180
2412302;São José do Campestre;MA;41,029690;1,025041
2412401;São José do Seridó;MA;46,929085;1,009755
2412500;São Miguel;MA;43,944849;1,017488
2412559;São Miguel do Gostoso;MA;43,017335;1,019891
2412609;São Paulo do Potengi;MA;43,060968;1,019778
2412708;São Pedro;MA;41,955536;1,022642
2412807;São Rafael;MA;42,838202;1,020355
2412906;São Tomé;MA;41,300610;1,024339
2413003;São Vicente;MA;46,593225;1,010625
2413102;Senador Elói de Souza;MA;42,017400;1,022482
2413201;Senador Georgino Avelino;MA;42,019973;1,022475
2413300;Serra de São Bento;MA;42,946741;1,020074
2413359;Serra do Mel;MA;44,454073;1,016168
2413409;Serra Negra do Norte;MA;41,307596;1,024321
2413508;Serrinha;MA;41,215276;1,024560
2413557;Serrinha dos Pintos;MA;44,928702;1,014938
2413607;Severiano Melo;MA;43,721217;1,018067
2413706;Sítio Novo;MA;43,418321;1,018852
2413805;Taboleiro Grande;MA;43,656582;1,018234
2413904;Taipu;MA;39,934375;1,027879
2414001;Tangará;MA;43,456384;1,018753
2414100;Tenente Ananias;MA;44,185874;1,016863
2414159;Tenente Laurentino Cruz;MA;44,219265;1,016776
2414209;Tibau do Sul;MA;44,616843;1,015746
2414308;Timbaúba dos Batistas;MA;44,817122;1,015227
2414407;Touros;MA;41,761398;1,023145
2414456;Triunfo Potiguar;MA;40,504903;1,026401
2414506;Umarizal;MA;41,440541;1,023976
2414605;Upanema;MA;43,870098;1,017681
2414704;Várzea;MA;42,254662;1,021867
2414753;Venha-Ver;MA;43,905111;1,017591
2414803;Vera Cruz;MA;43,751689;1,017988
2414902;Viçosa;MA;47,638145;1,007918
2415008;Vila Flor;MA;42,409131;1,021467
2500106;Água Branca;MA;42,342269;1,021640
2500205;Aguiar;MA;37,953095;1,033012
2500304;Alagoa Grande;MA;40,387206;1,026706
2500403;Alagoa Nova;MA;40,705542;1,025881
2500502;Alagoinha;MA;40,770901;1,025711
2500536;Alcantil;MA;42,975542;1,019999
2500577;Algodão de Jandaíra;MA;42,222990;1,021949
2500601;Alhandra;MA;41,746474;1,023184
2500700;São João do Rio do Peixe;MA;43,048201;1,019811
2500734;Amparo;MA;43,471834;1,018713
2500775;Aparecida;MA;38,207036;1,032354
2500809;Araçagi;MA;40,264685;1,027023
2500908;Arara;MA;40,528355;1,026340
2501005;Araruna;MA;42,568398;1,021054
2501104;Areia;MA;40,076132;1,027512
2501153;Areia de Baraúnas;MA;41,688046;1,023335
2501203;Areial;MA;41,364757;1,024173
2501302;Aroeiras;MA;37,960176;1,032994
2501351;Assunção;MA;44,847677;1,015148
2501401;Baía da Traição;MA;39,579077;1,028799
2501500;Bananeiras;MA;41,684713;1,023344
2501534;Baraúna;MA;45,125150;1,014429
2501575;Barra de Santana;MA;41,800046;1,023045
2501609;Barra de Santa Rosa;MA;41,923932;1,022724
2501708;Barra de São Miguel;MA;42,623639;1,020911
2501807;Bayeux;MA;44,421219;1,016253
2501906;Belém;MA;39,523713;1,028943
2502003;Belém do Brejo do Cruz;MA;39,875209;1,028032
2502052;Bernardino Batista;MA;42,669999;1,020791
2502102;Boa Ventura;MA;38,784886;1,030857
2502151;Boa Vista;MA;46,712728;1,010316
2502201;Bom Jesus;MA;43,370651;1,018975
2502300;Bom Sucesso;MA;44,838530;1,015172
2502409;Bonito de Santa Fé;MA;41,549008;1,023695
2502508;Boqueirão;MA;40,921158;1,025322
2502607;Igaracy;MA;40,701997;1,025890
2502706;Borborema;MA;39,114324;1,030004
2502805;Brejo do Cruz;MA;42,865690;1,020284
2502904;Brejo dos Santos;MA;42,017117;1,022482
2503001;Caaporã;MA;43,797186;1,017870
2503100;Cabaceiras;MA;44,320407;1,016514
2503209;Cabedelo;MA;47,463727;1,008370
2503308;Cachoeira dos Índios;MA;42,555820;1,021087
2503407;Cacimba de Areia;MA;43,318980;1,019109
2503506;Cacimba de Dentro;MA;40,946692;1,025256
2503555;Cacimbas;MA;38,768608;1,030899
2503605;Caiçara;MA;42,007732;1,022507
2503704;Cajazeiras;MA;43,519998;1,018588
2503753;Cajazeirinhas;MA;38,928414;1,030485
2503803;Caldas Brandão;MA;40,446246;1,026553
2503902;Camalaú;MA;42,339910;1,021646
2504009;Campina Grande;MA;45,794531;1,012695
2504033;Capim;MA;40,130575;1,027370
2504074;Caraúbas;MA;42,487647;1,021263
2504108;Carrapateira;MA;43,695654;1,018133
2504157;Casserengue;MA;40,718481;1,025847
2504207;Catingueira;MA;40,322308;1,026874
2504306;Catolé do Rocha;MA;44,391903;1,016329
2504355;Caturité;MA;41,789902;1,023071
2504405;Conceição;MA;42,251715;1,021875
2504504;Condado;MA;42,605509;1,020958
2504603;Conde;MA;43,840375;1,017758
2504702;Congo;MA;42,741090;1,020607
2504801;Coremas;MA;41,064963;1,024949
2504850;Coxixola;MA;43,966504;1,017431
2504900;Cruz do Espírito Santo;MA;40,880501;1,025427
2505006;Cubati;MA;43,200865;1,019415
2505105;Cuité;MA;43,857734;1,017713
2505204;Cuitegi;MA;41,155084;1,024716
2505238;Cuité de Mamanguape;MA;40,860137;1,025480
2505279;Curral de Cima;MA;38,154331;1,032491
2505303;Curral Velho;MA;40,853346;1,025498
2505352;Damião;MA;42,834275;1,020365
2505402;Desterro;MA;41,381381;1,024130
2505501;Vista Serrana;MA;42,164843;1,022100
2505600;Diamante;MA;39,849256;1,028099
2505709;Dona Inês;MA;41,488138;1,023853
2505808;Duas Estradas;MA;41,009644;1,025093
2505907;Emas;MA;39,455725;1,029119
2506004;Esperança;MA;42,758654;1,020561
2506103;Fagundes;MA;38,700525;1,031076
2506202;Frei Martinho;MA;45,548344;1,013333
2506251;Gado Bravo;MA;38,728412;1,031004
2506301;Guarabira;MA;42,701036;1,020710
2506400;Gurinhém;MA;38,561454;1,031436
2506509;Gurjão;MG;46,191744;1,011666
2506608;Ibiara;MG;42,797864;1,020459
2506707;Imaculada;MG;39,592512;1,028765
2506806;Ingá;MG;40,552303;1,026278
2506905;Itabaiana;MG;41,001545;1,025114
2507002;Itaporanga;MG;42,266877;1,021835
2507101;Itapororoca;MG;39,647148;1,028623
2507200;Itatuba;MG;38,389863;1,031881
2507309;Jacaraú;MG;41,645622;1,023445
2507408;Jericó;MG;40,822757;1,025577
2507507;João Pessoa;MG;48,132667;1,006637
2507606;Juarez Távora;MG;39,041743;1,030192
2507705;Juazeirinho;MG;41,407204;1,024063
2507804;Junco do Seridó;MG;43,882185;1,017650
2507903;Juripiranga;MG;37,828546;1,033335
2508000;Juru;MG;42,176682;1,022069
2508109;Lagoa;MG;42,151738;1,022134
2508208;Lagoa de Dentro;MG;40,389261;1,026700
2508307;Lagoa Seca;MG;43,147036;1,019555
2508406;Lastro;MG;38,902970;1,030551
2508505;Livramento;MG;41,452265;1,023946
2508554;Logradouro;MG;41,588716;1,023592
2508604;Lucena;MG;42,723789;1,020651
2508703;Mãe d'Água;MG;42,747088;1,020591
2508802;Malta;MG;43,920397;1,017551
2508901;Mamanguape;MG;41,739560;1,023201
2509008;Manaíra;MG;40,715658;1,025854
2509057;Marcação;MG;39,989477;1,027736
2509107;Mari;MG;39,870656;1,028044
2509156;Marizópolis;MG;43,041791;1,019827
2509206;Massaranduba;MG;39,282056;1,029569
2509305;Mataraca;MG;41,501866;1,023817
2509339;Matinhas;MG;39,088710;1,030070
2509370;Mato Grosso;MG;40,735611;1,025803
2509396;Maturéia;MG;42,150603;1,022136
2509404;Mogeiro;MG;38,844437;1,030703
2509503;Montadas;MG;43,844937;1,017746
2509602;Monte Horebe;MG;42,230595;1,021929
2509701;Monteiro;MG;44,009300;1,017321
2509800;Mulungu;MG;39,303135;1,029514
2509909;Natuba;MG;38,047278;1,032768
2510006;Nazarezinho;MG;38,312640;1,032081
2510105;Nova Floresta;MG;41,907354;1,022767
2510204;Nova Olinda;MG;39,985362;1,027747
2510303;Nova Palmeira;MG;46,042237;1,012053
2510402;Olho d'Água;MG;36,380126;1,037088
2510501;Olivedos;MG;44,167436;1,016911
2510600;Ouro Velho;MG;44,534330;1,015960
2510659;Parari;MG;40,095289;1,027462
2510709;Passagem;MG;44,850143;1,015142
2510808;Patos;MG;43,626506;1,018312
2510907;Paulista;MG;42,570574;1,021048
2511004;Pedra Branca;MG;41,510996;1,023794
2511103;Pedra Lavrada;MG;45,369265;1,013797
2511202;Pedras de Fogo;MG;39,793075;1,028245
2511301;Piancó;MG;39,131746;1,029958
2511400;Picuí;MG;44,301961;1,016562
2511509;Pilar;MG;38,309945;1,032088
2511608;Pilões;MG;38,617537;1,031291
2511707;Pilõezinhos;MG;38,876489;1,030620
2511806;Pirpirituba;MG;40,848848;1,025509
2511905;Pitimbu;MG;42,113714;1,022232
2512002;Pocinhos;MG;43,463659;1,018734
2512036;Poço Dantas;MG;41,100110;1,024858
2512077;Poço de José de Moura;MG;42,915031;1,020156
2512101;Pombal;MG;42,686438;1,020748
2512200;Prata;MG;42,180578;1,022059
2512309;Princesa Isabel;MG;43,192094;1,019438
2512408;Puxinanã;MG;43,367126;1,018984
2512507;Queimadas;MG;44,325224;1,016502
2512606;Quixaba;MG;41,934430;1,022697
2512705;Remígio;MG;41,776718;1,023105
2512721;Pedro Régis;MG;38,460626;1,031697
2512747;Riachão;MG;41,067159;1,024944
2512754;Riachão do Bacamarte;MG;41,208503;1,024577
2512762;Riachão do Poço;MG;40,192763;1,027209
2512788;Riacho de Santo Antônio;MG;44,374804;1,016374
2512804;Riacho dos Cavalos;MG;40,202690;1,027184
2512903;Rio Tinto;MG;41,233727;1,024512
2513000;Salgadinho;MG;41,920700;1,022732
2513109;Salgado de São Félix;MG;39,181310;1,029830
2513158;Santa Cecília;MG;39,887378;1,028001
2513208;Santa Cruz;MG;43,411730;1,018869
2513307;Santa Helena;MG;43,406391;1,018883
2513356;Santa Inês;MG;41,215778;1,024559
2513406;Santa Luzia;MG;44,697573;1,015537
2513505;Santana de Mangueira;MG;40,064617;1,027541
2513604;Santana dos Garrotes;MG;40,737228;1,025799
2513653;Joca Claudino;MG;44,212438;1,016794
2513703;Santa Rita;MG;43,389259;1,018927
2513802;Santa Teresinha;MG;41,561343;1,023663
2513851;Santo André;MG;44,370701;1,016384
2513901;São Bento;MG;42,728320;1,020640
2513927;São Bentinho;MG;40,513539;1,026378
2513943;São Domingos do Cariri;MG;43,100765;1,019675
2513968;São Domingos;MG;39,082004;1,030087
2513984;São Francisco;MG;43,891624;1,017625
2514008;São João do Cariri;MG;43,407105;1,018881
2514107;São João do Tigre;MG;39,677362;1,028545
2514206;São José da Lagoa Tapada;MG;39,234264;1,029693
2514305;São José de Caiana;MG;41,022178;1,025060
2514404;São José de Espinharas;MG;39,818414;1,028179
2514453;São José dos Ramos;MG;39,332866;1,029437
2514503;São José de Piranhas;MG;41,183244;1,024643
2514552;São José de Princesa;MG;40,679095;1,025949
2514602;São José do Bonfim;MG;42,635874;1,020879
2514651;São José do Brejo do Cruz;MG;39,561207;1,028846
2514701;São José do Sabugi;MG;43,550356;1,018510
2514800;São José dos Cordeiros;MG;43,160199;1,019521
2514909;São Mamede;MG;43,954619;1,017462
2515005;São Miguel de Taipu;MG;38,048904;1,032764
2515104;São Sebastião de Lagoa de Roça;MG;42,615167;1,020933
2515203;São Sebastião do Umbuzeiro;MG;43,326366;1,019090
2515302;Sapé;MG;41,324995;1,024276
2515401;São Vicente do Seridó;MG;43,152516;1,019540
2515500;Serra Branca;MG;45,349447;1,013848
2515609;Serra da Raiz;MG;42,288860;1,021778
2515708;Serra Grande;MG;42,645101;1,020855
2515807;Serra Redonda;MG;37,864055;1,033243
2515906;Serraria;MG;39,341633;1,029415
2515930;Sertãozinho;MG;40,944258;1,025262
2515971;Sobrado;MG;40,425972;1,026605
2516003;Solânea;MG;41,348250;1,024215
2516102;Soledade;MG;44,516762;1,016006
2516151;Sossêgo;MG;43,920375;1,017551
2516201;Sousa;MG;42,435453;1,021398
2516300;Sumé;MG;44,581165;1,015839
2516409;Tacima;MG;40,633884;1,026066
2516508;Taperoá;MG;41,475537;1,023886
2516607;Tavares;MG;40,889721;1,025403
2516706;Teixeira;MG;42,184628;1,022048
2516755;Tenório;MG;41,133859;1,024771
2516805;Triunfo;MG;40,770864;1,025711
2516904;Uiraúna;MG;43,850235;1,017733
2517001;Umbuzeiro;MG;38,549477;1,031467
2517100;Várzea;MG;46,777287;1,010149
2517209;Vieirópolis;MG;42,032486;1,022443
2517407;Zabelê;MG;44,786587;1,015306
2600054;Abreu e Lima;MG;45,688420;1,012970
2600104;Afogados da Ingazeira;MG;45,686576;1,012975
2600203;Afrânio;MG;40,282512;1,026977
2600302;Agrestina;MG;42,023751;1,022465
2600401;Água Preta;MG;41,926421;1,022717
2600500;Águas Belas;MG;38,723212;1,031017
2600609;Alagoinha;MG;42,432938;1,021405
2600708;Aliança;MG;39,848872;1,028100
2600807;Altinho;MG;40,546159;1,026294
2600906;Amaraji;MG;41,457824;1,023932
2601003;Angelim;MG;42,832166;1,020370
2601052;Araçoiaba;MG;42,460941;1,021332
2601102;Araripina;MG;40,471247;1,026488
2601201;Arcoverde;MG;45,152295;1,014359
2601300;Barra de Guabiraba;MG;38,317804;1,032067
2601409;Barreiros;MG;41,943862;1,022672
2601508;Belém de Maria;MG;40,405954;1,026657
2601607;Belém do São Francisco;MG;40,185716;1,027228
2601706;Belo Jardim;MG;43,412141;1,018868
2601805;Betânia;MG;40,851830;1,025502
2601904;Bezerros;MG;42,314878;1,021711
2602001;Bodocó;MG;39,870867;1,028043
2602100;Bom Conselho;MG;40,770253;1,025713
2602209;Bom Jardim;MG;41,617727;1,023517
2602308;Bonito;MG;37,764023;1,033502
2602407;Brejão;MG;40,309357;1,026907
2602506;Brejinho;MG;43,510428;1,018613
2602605;Brejo da Madre de Deus;MG;42,598699;1,020975
2602704;Buenos Aires;MG;41,699778;1,023305
2602803;Buíque;MG;38,291215;1,032136
2602902;Cabo de Santo Agostinho;MG;45,968039;1,012245
2603009;Cabrobó;MG;40,541935;1,026305
2603108;Cachoeirinha;MG;41,322656;1,024282
2603207;Caetés;MG;41,037909;1,025020
2603306;Calçado;MG;42,036900;1,022431
2603405;Calumbi;MG;41,320834;1,024287
2603454;Camaragibe;MG;45,326508;1,013908
2603504;Camocim de São Félix;MG;41,370129;1,024159
2603603;Camutanga;MG;40,643174;1,026042
2603702;Canhotinho;MG;41,795788;1,023056
2603801;Capoeiras;MG;41,993646;1,022543
2603900;Carnaíba;MG;43,572871;1,018451
2603926;Carnaubeira da Penha;MG;40,167852;1,027274
2604007;Carpina;MG;44,837125;1,015176
2604106;Caruaru;MG;46,150493;1,011773
2604155;Casinhas;MG;40,514034;1,026377
2604205;Catende;MG;42,459339;1,021337
2604304;Cedro;MG;40,724004;1,025833
2604403;Chã de Alegria;MG;40,752461;1,025759
2604502;Chã Grande;MG;41,384005;1,024123
2604601;Condado;MG;41,356342;1,024194
2604700;Correntes;MG;40,310041;1,026905
2604809;Cortês;MG;41,228259;1,024526
2604908;Cumaru;MG;41,382958;1,024125
2605004;Cupira;MG;42,856454;1,020308
2605103;Custódia;MG;42,326895;1,021680
2605152;Dormentes;MG;41,143496;1,024746
2605202;Escada;MG;41,584813;1,023602
2605301;Exu;MG;38,768929;1,030899
2605400;Feira Nova;MG;42,544029;1,021117
2605509;Ferreiros;MG;41,000456;1,025117
2605608;Flores;MG;41,021579;1,025062
2605707;Floresta;MG;42,180149;1,022060
2605806;Frei Miguelinho;MG;42,604963;1,020959
2605905;Gameleira;MG;41,897253;1,022793
2606002;Garanhuns;MG;45,277260;1,014035
2606101;Glória do Goitá;MG;40,666793;1,025981
2606200;Goiana;MG;42,842107;1,020345
2606309;Granito;MG;40,827144;1,025566
2606408;Gravatá;MG;43,121740;1,019620
2606507;Iati;MG;40,616197;1,026112
2606606;Ibimirim;MG;41,026346;1,025049
2606705;Ibirajuba;MG;41,081195;1,024907
2606804;Igarassu;MG;45,972824;1,012233
2606903;Iguaracy;MG;41,225016;1,024535
2607000;Inajá;MG;37,856792;1,033262
2607109;Ingazeira;MG;43,301454;1,019155
2607208;Ipojuca;MG;45,607463;1,013180
2607307;Ipubi;MG;39,155333;1,029897
2607406;Itacuruba;MG;42,055660;1,022382
2607505;Itaíba;MG;39,903488;1,027959
2607604;Ilha de Itamaracá;MG;43,364134;1,018992
2607653;Itambé;MG;40,714793;1,025857
2607703;Itapetim;MG;43,583677;1,018423
2607752;Itapissuma;MG;44,232446;1,016742
2607802;Itaquitinga;MG;40,615200;1,026115
2607901;Jaboatão dos Guararapes;MG;46,171582;1,011718
