Código do Ente;Nome do Ente;Sigla UF;Valor do Nível Socioeconômico;Ponderador do NSE entre 0,95 e 1,05
4115739;Mato Rico;RS;50,150166;1,001409
4115754;Mauá da Serra;RS;53,960416;0,991537
4115804;Medianeira;RS;58,189345;0,980579
4115853;Mercedes;RS;62,006303;0,970689
4115903;Mirador;RS;50,872159;0,999538
4116000;Miraselva;RS;55,663338;0,987124
4116059;Missal;RS;60,318759;0,975062
4116109;Moreira Sales;RS;53,835662;0,991860
4116208;Morretes;RS;55,059186;0,988690
4116307;Munhoz de Melo;RS;56,907527;0,983901
4116406;Nossa Senhora das Graças;RS;56,467556;0,985041
4116505;Nova Aliança do Ivaí;RS;58,204170;0,980541
4116604;Nova América da Colina;RS;51,805978;0,997119
4116703;Nova Aurora;RS;60,199966;0,975370
4116802;Nova Cantu;RS;53,884546;0,991733
4116901;Nova Esperança;RS;55,675642;0,987092
4116950;Nova Esperança do Sudoeste;RS;56,992043;0,983682
4117008;Nova Fátima;RS;53,564709;0,992562
4117057;Nova Laranjeiras;RS;53,617724;0,992425
4117107;Nova Londrina;RS;57,211192;0,983114
4117206;Nova Olímpia;RS;55,279600;0,988119
4117214;Nova Santa Bárbara;RS;51,712979;0,997360
4117222;Nova Santa Rosa;RS;61,912893;0,970931
4117255;Nova Prata do Iguaçu;RS;56,725255;0,984373
4117271;Nova Tebas;RS;53,198826;0,993510
4117297;Novo Itacolomi;RS;55,606379;0,987272
4117305;Ortigueira;RS;50,617014;1,000200
4117404;Ourizona;RS;60,814818;0,973777
4117453;Ouro Verde do Oeste;RS;56,532857;0,984871
4117503;Paiçandu;RS;56,213123;0,985700
4117602;Palmas;RS;52,984548;0,994065
4117701;Palmeira;RS;58,779128;0,979051
4117800;Palmital;RS;50,265646;1,001110
4117909;Palotina;RS;58,738617;0,979156
4118006;Paraíso do Norte;RS;56,733914;0,984350
4118105;Paranacity;RS;55,039249;0,988741
4118204;Paranaguá;RS;55,322323;0,988008
4118303;Paranapoema;RS;54,348566;0,990531
4118402;Paranavaí;RS;57,916126;0,981287
4118451;Pato Bragado;RS;60,535221;0,974501
4118501;Pato Branco;RS;59,666393;0,976752
4118600;Paula Freitas;RS;57,286368;0,982919
4118709;Paulo Frontin;RS;56,968512;0,983743
4118808;Peabiru;RS;56,396544;0,985225
4118857;Perobal;RS;56,996796;0,983669
4118907;Pérola;RS;56,322769;0,985416
4119004;Pérola d'Oeste;RS;57,275462;0,982947
4119103;Piên;RS;57,231034;0,983062
4119152;Pinhais;RS;58,990343;0,978504
4119202;Pinhalão;RS;54,024286;0,991371
4119251;Pinhal de São Bento;RS;52,501052;0,995318
4119301;Pinhão;RS;49,423376;1,003292
4119400;Piraí do Sul;RS;55,529475;0,987471
4119509;Piraquara;RS;56,210453;0,985707
4119608;Pitanga;RS;53,668895;0,992292
4119657;Pitangueiras;RS;56,137125;0,985897
4119707;Planaltina do Paraná;RS;54,746294;0,989500
4119806;Planalto;RS;56,559516;0,984802
4119905;Ponta Grossa;RS;56,518418;0,984909
4119954;Pontal do Paraná;RS;57,505753;0,982351
4120002;Porecatu;RS;56,373213;0,985285
4120101;Porto Amazonas;RS;57,280317;0,982935
4120150;Porto Barreiro;RS;52,396931;0,995588
4120200;Porto Rico;RS;57,098237;0,983406
4120309;Porto Vitória;RS;56,346903;0,985353
4120333;Prado Ferreira;RS;55,580823;0,987338
4120358;Pranchita;RS;57,060927;0,983503
4120408;Presidente Castelo Branco;RS;56,463825;0,985050
4120507;Primeiro de Maio;RS;56,286611;0,985509
4120606;Prudentópolis;RS;52,066493;0,996444
4120655;Quarto Centenário;RS;55,387130;0,987840
4120705;Quatiguá;RS;56,915178;0,983881
4120804;Quatro Barras;RS;59,844230;0,976291
4120853;Quatro Pontes;RS;63,844869;0,965926
4120903;Quedas do Iguaçu;RS;53,980903;0,991484
4121000;Querência do Norte;RS;53,041342;0,993918
4121109;Quinta do Sol;RS;54,291920;0,990678
4121208;Quitandinha;RS;55,345717;0,987947
4121257;Ramilândia;RS;53,418293;0,992941
4121307;Rancho Alegre;RS;52,610651;0,995034
4121356;Rancho Alegre D'Oeste;RS;56,752368;0,984303
4121406;Realeza;RS;57,486207;0,982401
4121505;Rebouças;RS;52,716294;0,994760
4121604;Renascença;RS;56,640856;0,984592
4121703;Reserva;RS;51,918956;0,996826
4121752;Reserva do Iguaçu;RS;51,809185;0,997111
4121802;Ribeirão Claro;RS;56,228220;0,985661
4121901;Ribeirão do Pinhal;RS;51,785143;0,997173
4122008;Rio Azul;RS;55,128865;0,988509
4122107;Rio Bom;RS;52,276892;0,995899
4122156;Rio Bonito do Iguaçu;RS;51,722901;0,997334
4122172;Rio Branco do Ivaí;RS;50,800075;0,999725
4122206;Rio Branco do Sul;RS;53,180590;0,993557
4122305;Rio Negro;RS;58,711633;0,979226
4122404;Rolândia;RS;57,343384;0,982771
4122503;Roncador;RS;54,357681;0,990507
4122602;Rondon;RS;55,797347;0,986777
4122651;Rosário do Ivaí;RS;49,885141;1,002096
4122701;Sabáudia;RS;56,897836;0,983926
4122800;Salgado Filho;RS;56,309737;0,985449
4122909;Salto do Itararé;RS;52,238891;0,995997
4123006;Salto do Lontra;RS;58,117258;0,980766
4123105;Santa Amélia;RS;52,059094;0,996463
4123204;Santa Cecília do Pavão;RS;55,506246;0,987531
4123303;Santa Cruz de Monte Castelo;RS;53,486636;0,992764
4123402;Santa Fé;RS;58,658062;0,979365
4123501;Santa Helena;RS;58,578063;0,979572
4123600;Santa Inês;RS;54,096466;0,991184
4123709;Santa Isabel do Ivaí;RS;55,583036;0,987332
4123808;Santa Izabel do Oeste;RS;56,232185;0,985650
4123824;Santa Lúcia;RS;57,058636;0,983509
4123857;Santa Maria do Oeste;RS;50,561369;1,000344
4123907;Santa Mariana;RS;51,507868;0,997891
4123956;Santa Mônica;RS;52,121264;0,996302
4124004;Santana do Itararé;RS;51,296240;0,998440
4124020;Santa Tereza do Oeste;RS;56,272337;0,985546
4124053;Santa Terezinha de Itaipu;RS;57,962561;0,981167
4124103;Santo Antônio da Platina;RS;55,446090;0,987687
4124202;Santo Antônio do Caiuá;RS;51,553532;0,997773
4124301;Santo Antônio do Paraíso;RS;56,288952;0,985503
4124400;Santo Antônio do Sudoeste;RS;56,357803;0,985325
4124509;Santo Inácio;RS;56,746923;0,984317
4124608;São Carlos do Ivaí;RS;56,305849;0,985460
4124707;São Jerônimo da Serra;RS;51,737124;0,997297
4124806;São João;RS;57,762127;0,981686
4124905;São João do Caiuá;RS;52,147425;0,996234
4125001;São João do Ivaí;RS;53,837546;0,991855
4125100;São João do Triunfo;RS;52,772177;0,994615
4125209;São Jorge d'Oeste;RS;56,917595;0,983874
4125308;São Jorge do Ivaí;RS;61,315374;0,972480
4125357;São Jorge do Patrocínio;RS;54,894725;0,989116
4125407;São José da Boa Vista;RS;52,186981;0,996132
4125456;São José das Palmeiras;RS;55,278719;0,988121
4125506;São José dos Pinhais;RS;59,317959;0,977655
4125555;São Manoel do Paraná;RS;57,502310;0,982359
4125605;São Mateus do Sul;RS;56,227702;0,985662
4125704;São Miguel do Iguaçu;RS;56,217323;0,985689
4125753;São Pedro do Iguaçu;RS;55,517447;0,987502
4125803;São Pedro do Ivaí;RS;55,762828;0,986867
4125902;São Pedro do Paraná;RS;56,249116;0,985607
4126009;São Sebastião da Amoreira;RS;54,596386;0,989889
4126108;São Tomé;RS;54,835155;0,989270
4126207;Sapopema;RS;51,223144;0,998629
4126256;Sarandi;RS;55,943559;0,986398
4126272;Saudade do Iguaçu;RS;56,359354;0,985321
4126306;Sengés;RS;50,732412;0,999901
4126355;Serranópolis do Iguaçu;RS;59,057756;0,978329
4126405;Sertaneja;RS;58,161915;0,980650
4126504;Sertanópolis;RS;56,906738;0,983903
4126603;Siqueira Campos;RS;57,210839;0,983115
4126652;Sulina;RS;55,582451;0,987334
4126678;Tamarana;RS;54,617207;0,989835
4126702;Tamboara;RS;54,320228;0,990604
4126801;Tapejara;RS;55,848032;0,986646
4126900;Tapira;RS;54,760765;0,989463
4127007;Teixeira Soares;RS;56,264426;0,985567
4127106;Telêmaco Borba;RS;55,740218;0,986925
4127205;Terra Boa;RS;56,125754;0,985926
4127304;Terra Rica;RS;54,142264;0,991066
4127403;Terra Roxa;RS;56,510627;0,984929
4127502;Tibagi;RS;54,265943;0,990745
4127601;Tijucas do Sul;RS;56,240515;0,985629
4127700;Toledo;RS;59,301739;0,977697
4127809;Tomazina;RS;52,752020;0,994668
4127858;Três Barras do Paraná;RS;56,453480;0,985077
4127882;Tunas do Paraná;RS;49,710853;1,002548
4127908;Tuneiras do Oeste;RS;54,195497;0,990928
4127957;Tupãssi;RS;59,741464;0,976558
4127965;Turvo;RS;51,660475;0,997496
4128005;Ubiratã;RS;58,540184;0,979670
4128104;Umuarama;RS;58,070876;0,980886
4128203;União da Vitória;RS;56,589736;0,984724
4128302;Uniflor;RS;55,031669;0,988761
4128401;Uraí;RS;54,857395;0,989213
4128500;Wenceslau Braz;RS;54,135842;0,991082
4128534;Ventania;RS;54,132659;0,991090
4128559;Vera Cruz do Oeste;RS;56,920888;0,983866
4128609;Verê;RS;58,013546;0,981035
4128625;Alto Paraíso;RS;52,558868;0,995168
4128633;Doutor Ulysses;RS;47,039315;1,009470
4128658;Virmond;RS;54,081995;0,991222
4128708;Vitorino;RS;58,217762;0,980506
4128807;Xambrê;RS;55,132788;0,988499
4200051;Abdon Batista;RS;59,066944;0,978305
4200101;Abelardo Luz;RS;57,118311;0,983354
4200200;Agrolândia;RS;62,213330;0,970153
4200309;Agronômica;RS;62,315188;0,969889
4200408;Água Doce;RS;57,738679;0,981747
4200507;Águas de Chapecó;RS;56,060948;0,986094
4200556;Águas Frias;RS;58,035345;0,980978
4200606;Águas Mornas;RS;63,371788;0,967151
4200705;Alfredo Wagner;RS;61,691785;0,971504
4200754;Alto Bela Vista;RS;61,945558;0,970847
4200804;Anchieta;RS;59,060138;0,978323
4200903;Angelina;RS;61,854318;0,971083
4201000;Anita Garibaldi;RS;56,101746;0,985988
4201109;Anitápolis;RS;62,111414;0,970417
4201208;Antônio Carlos;RS;67,758294;0,955786
4201257;Apiúna;RS;62,425895;0,969602
4201273;Arabutã;RS;63,009417;0,968090
4201307;Araquari;RS;56,564643;0,984789
4201406;Araranguá;RS;58,180638;0,980602
4201505;Armazém;RS;62,712175;0,968860
4201604;Arroio Trinta;RS;64,312125;0,964715
4201653;Arvoredo;RS;57,661667;0,981947
4201703;Ascurra;RS;62,956101;0,968228
4201802;Atalanta;RS;63,455091;0,966936
4201901;Aurora;RS;62,315209;0,969889
4201950;Balneário Arroio do Silva;RS;54,245817;0,990797
4202008;Balneário Camboriú;RS;61,160642;0,972881
4202057;Balneário Barra do Sul;RS;59,463551;0,977278
4202073;Balneário Gaivota;RS;58,413118;0,979999
4202081;Bandeirante;RS;55,469678;0,987626
4202099;Barra Bonita;RS;57,876984;0,981389
4202107;Barra Velha;RS;58,152230;0,980675
4202131;Bela Vista do Toldo;RS;52,926015;0,994217
4202156;Belmonte;RS;57,822091;0,981531
4202206;Benedito Novo;RS;64,747815;0,963586
4202305;Biguaçu;RS;59,461675;0,977283
4202404;Blumenau;RS;64,207697;0,964985
4202438;Bocaina do Sul;RS;56,364186;0,985308
4202453;Bombinhas;RS;59,621119;0,976870
4202503;Bom Jardim da Serra;RS;55,545806;0,987429
4202537;Bom Jesus;RS;57,308686;0,982861
4202578;Bom Jesus do Oeste;RS;62,615512;0,969111
4202602;Bom Retiro;RS;59,984392;0,975928
4202701;Botuverá;RS;64,682396;0,963755
4202800;Braço do Norte;RS;61,487318;0,972034
4202859;Braço do Trombudo;RS;63,579131;0,966614
4202875;Brunópolis;RS;56,574156;0,984764
4202909;Brusque;RS;62,412084;0,969638
4203006;Caçador;RS;57,719152;0,981798
4203105;Caibi;RS;60,610275;0,974307
4203154;Calmon;RS;53,233796;0,993419
4203204;Camboriú;RS;57,448398;0,982499
4203253;Capão Alto;RS;56,583278;0,984741
4203303;Campo Alegre;RS;60,215264;0,975330
4203402;Campo Belo do Sul;RS;52,932325;0,994201
4203501;Campo Erê;RS;56,901314;0,983917
4203600;Campos Novos;RS;60,370859;0,974927
4203709;Canelinha;RS;58,678902;0,979311
4203808;Canoinhas;RS;56,934099;0,983832
4203907;Capinzal;RS;62,535538;0,969318
4203956;Capivari de Baixo;RS;61,744023;0,971369
4204004;Catanduvas;RS;58,709324;0,979232
4204103;Caxambu do Sul;RS;56,666035;0,984526
4204152;Celso Ramos;RS;59,053047;0,978341
4204178;Cerro Negro;RS;51,439553;0,998068
4204194;Chapadão do Lageado;RS;59,610793;0,976896
4204202;Chapecó;RS;59,409874;0,977417
4204251;Cocal do Sul;RS;64,747225;0,963588
4204301;Concórdia;RS;63,508091;0,966798
4204350;Cordilheira Alta;RS;61,123024;0,972978
4204400;Coronel Freitas;RS;61,036254;0,973203
4204459;Coronel Martins;RS;57,994845;0,981083
4204509;Corupá;RS;62,612790;0,969118
4204558;Correia Pinto;RS;58,228955;0,980477
4204608;Criciúma;RS;60,720671;0,974021
4204707;Cunha Porã;RS;62,716593;0,968849
4204756;Cunhataí;RS;62,624138;0,969089
4204806;Curitibanos;RS;57,805364;0,981574
4204905;Descanso;RS;61,977546;0,970764
4205001;Dionísio Cerqueira;RS;57,824280;0,981525
4205100;Dona Emma;RS;63,093128;0,967873
4205159;Doutor Pedrinho;RS;65,567991;0,961461
4205175;Entre Rios;RS;54,699036;0,989623
4205191;Ermo;RS;56,616765;0,984654
4205209;Erval Velho;RS;60,197647;0,975376
4205308;Faxinal dos Guedes;RS;58,927408;0,978667
4205357;Flor do Sertão;RS;54,854758;0,989219
4205407;Florianópolis;RS;61,172690;0,972849
4205431;Formosa do Sul;RS;59,720456;0,976612
4205456;Forquilhinha;RS;59,157667;0,978070
4205506;Fraiburgo;RS;57,849601;0,981460
4205555;Frei Rogério;RS;57,582488;0,982152
4205605;Galvão;RS;56,213794;0,985698
4205704;Garopaba;RS;60,958685;0,973404
4205803;Garuva;RS;58,273390;0,980362
4205902;Gaspar;RS;62,218080;0,970141
4206009;Governador Celso Ramos;RS;62,961953;0,968213
4206108;Grão-Pará;RS;61,656373;0,971596
4206207;Gravatal;RS;61,417243;0,972216
4206306;Guabiruba;RS;65,961483;0,960441
4206405;Guaraciaba;SC;61,205701;0,972764
4206504;Guaramirim;SC;60,683151;0,974118
4206603;Guarujá do Sul;SC;61,052548;0,973161
4206652;Guatambú;SC;56,663687;0,984532
4206702;Herval d'Oeste;SC;60,853174;0,973677
4206751;Ibiam;SC;58,829697;0,978920
4206801;Ibicaré;SC;63,193714;0,967613
4206900;Ibirama;SC;64,282147;0,964793
4207007;Içara;SC;61,426917;0,972191
4207106;Ilhota;SC;60,676087;0,974136
4207205;Imaruí;SC;56,871443;0,983994
4207304;Imbituba;SC;60,376209;0,974913
4207403;Imbuia;SC;61,703659;0,971474
4207502;Indaial;SC;62,798007;0,968638
4207577;Iomerê;SC;64,339176;0,964645
4207601;Ipira;SC;62,064331;0,970539
4207650;Iporã do Oeste;SC;69,060781;0,952411
4207684;Ipuaçu;SC;57,172899;0,983213
4207700;Ipumirim;SC;60,891937;0,973577
4207759;Iraceminha;SC;61,681706;0,971530
4207809;Irani;SC;60,602114;0,974328
4207858;Irati;SC;56,518901;0,984908
4207908;Irineópolis;SC;57,233977;0,983055
4208005;Itá;SC;63,461701;0,966918
4208104;Itaiópolis;SC;59,230708;0,977881
4208203;Itajaí;SC;59,549804;0,977054
4208302;Itapema;SC;59,701736;0,976661
4208401;Itapiranga;SC;63,087709;0,967887
4208450;Itapoá;SC;60,394473;0,974866
4208500;Ituporanga;SC;62,803568;0,968624
4208609;Jaborá;SC;60,833186;0,973729
4208708;Jacinto Machado;SC;58,988408;0,978509
4208807;Jaguaruna;SC;59,048871;0,978352
4208906;Jaraguá do Sul;SC;63,019238;0,968065
4208955;Jardinópolis;SC;57,546663;0,982245
4209003;Joaçaba;SC;64,468393;0,964310
4209102;Joinville;SC;62,550405;0,969280
4209151;José Boiteux;SC;60,231651;0,975288
4209177;Jupiá;SC;57,013073;0,983627
4209201;Lacerdópolis;SC;61,561061;0,971843
4209300;Lages;SC;59,969724;0,975966
4209409;Laguna;SC;58,912101;0,978707
4209458;Lajeado Grande;SC;59,412649;0,977410
4209508;Laurentino;SC;63,584183;0,966601
4209607;Lauro Müller;SC;62,096672;0,970455
4209706;Lebon Régis;SC;53,633497;0,992384
4209805;Leoberto Leal;SC;60,433419;0,974765
4209854;Lindóia do Sul;SC;61,836887;0,971128
4209904;Lontras;SC;63,787878;0,966073
4210001;Luiz Alves;SC;64,353162;0,964609
4210035;Luzerna;SC;68,563158;0,953700
4210050;Macieira;SC;56,284752;0,985514
4210100;Mafra;SC;63,263292;0,967432
4210209;Major Gercino;SC;61,199805;0,972779
4210308;Major Vieira;SC;53,424475;0,992925
4210407;Maracajá;SC;57,664581;0,981939
4210506;Maravilha;SC;62,080638;0,970497
4210555;Marema;SC;61,646484;0,971622
4210605;Massaranduba;SC;65,871926;0,960673
4210704;Matos Costa;SC;53,835156;0,991861
4210803;Meleiro;SC;62,935546;0,968282
4210852;Mirim Doce;SC;61,087327;0,973071
4210902;Modelo;SC;62,738627;0,968792
4211009;Mondaí;SC;61,083908;0,973079
4211058;Monte Carlo;SC;55,426125;0,987739
4211108;Monte Castelo;SC;54,077743;0,991233
4211207;Morro da Fumaça;SC;61,216661;0,972735
4211256;Morro Grande;SC;61,703845;0,971473
4211306;Navegantes;SC;58,227228;0,980481
4211405;Nova Erechim;SC;62,618783;0,969102
4211454;Nova Itaberaba;SC;60,611916;0,974302
4211504;Nova Trento;SC;62,572898;0,969221
4211603;Nova Veneza;SC;62,364392;0,969762
4211652;Novo Horizonte;SC;58,692342;0,979276
4211702;Orleans;SC;62,058422;0,970554
4211751;Otacílio Costa;SC;63,316199;0,967295
4211801;Ouro;SC;62,303988;0,969918
4211850;Ouro Verde;SC;57,277585;0,982942
4211876;Paial;SC;55,872937;0,986581
4211892;Painel;SC;53,110642;0,993738
4211900;Palhoça;SC;59,055556;0,978335
4212007;Palma Sola;SC;56,476429;0,985018
4212056;Palmeira;SC;58,680313;0,979307
4212106;Palmitos;SC;60,202902;0,975362
4212205;Papanduva;SC;55,752284;0,986894
4212239;Paraíso;SC;59,752523;0,976529
4212254;Passo de Torres;SC;55,055626;0,988699
4212270;Passos Maia;SC;52,938307;0,994185
4212304;Paulo Lopes;SC;59,948884;0,976020
4212403;Pedras Grandes;SC;61,373733;0,972328
4212502;Penha;SC;60,626421;0,974265
4212601;Peritiba;SC;63,750311;0,966171
4212650;Pescaria Brava;SC;58,990590;0,978503
4212700;Petrolândia;SC;62,178953;0,970242
4212809;Balneário Piçarras;SC;59,837215;0,976310
4212908;Pinhalzinho;SC;61,965533;0,970795
4213005;Pinheiro Preto;SC;60,713189;0,974040
4213104;Piratuba;SC;62,952938;0,968237
4213153;Planalto Alegre;SC;60,342127;0,975001
4213203;Pomerode;SC;66,064311;0,960175
4213302;Ponte Alta;SC;56,376903;0,985275
4213351;Ponte Alta do Norte;SC;56,651716;0,984563
4213401;Ponte Serrada;SC;56,259599;0,985579
4213500;Porto Belo;SC;58,358327;0,980141
4213609;Porto União;SC;57,755564;0,981703
4213708;Pouso Redondo;SC;61,816499;0,971181
4213807;Praia Grande;SC;56,101974;0,985988
4213906;Presidente Castello Branco;SC;62,865900;0,968462
4214003;Presidente Getúlio;SC;63,140111;0,967752
4214102;Presidente Nereu;SC;58,509895;0,979749
4214151;Princesa;SC;59,957136;0,975999
4214201;Quilombo;SC;62,024721;0,970642
4214300;Rancho Queimado;SC;63,939088;0,965681
4214409;Rio das Antas;SC;57,028780;0,983586
4214508;Rio do Campo;SC;61,538074;0,971903
4214607;Rio do Oeste;SC;62,690899;0,968916
4214706;Rio dos Cedros;SC;65,090822;0,962697
4214805;Rio do Sul;SC;63,117325;0,967811
4214904;Rio Fortuna;SC;69,991253;0,950000
4215000;Rio Negrinho;SC;60,066284;0,975716
4215059;Rio Rufino;SC;56,816019;0,984138
4215075;Riqueza;SC;57,546984;0,982244
4215109;Rodeio;SC;67,515282;0,956415
4215208;Romelândia;SC;56,520808;0,984903
4215307;Salete;SC;63,117515;0,967810
4215356;Saltinho;SC;54,467710;0,990222
4215406;Salto Veloso;SC;62,796348;0,968642
4215455;Sangão;SC;59,364597;0,977534
4215505;Santa Cecília;SC;55,353790;0,987926
4215554;Santa Helena;SC;61,972970;0,970776
4215604;Santa Rosa de Lima;SC;63,705571;0,966286
4215653;Santa Rosa do Sul;SC;55,847961;0,986646
4215679;Santa Terezinha;SC;55,475635;0,987611
4215687;Santa Terezinha do Progresso;SC;55,253999;0,988185
4215695;Santiago do Sul;SC;58,077642;0,980869
4215703;Santo Amaro da Imperatriz;SC;62,540758;0,969305
4215752;São Bernardino;SC;54,798637;0,989365
4215802;São Bento do Sul;SC;62,446069;0,969550
4215901;São Bonifácio;SC;62,545495;0,969292
4216008;São Carlos;SC;61,447169;0,972138
4216057;São Cristóvão do Sul;SC;56,031812;0,986170
4216107;São Domingos;SC;57,337157;0,982787
4216206;São Francisco do Sul;SC;58,650980;0,979383
4216255;São João do Oeste;SC;68,333481;0,954295
4216305;São João Batista;SC;58,203277;0,980543
4216354;São João do Itaperiú;SC;60,745720;0,973956
4216404;São João do Sul;SC;55,748786;0,986903
4216503;São Joaquim;SC;55,966872;0,986338
4216602;São José;SC;59,445319;0,977325
4216701;São José do Cedro;SC;62,057313;0,970557
4216800;São José do Cerrito;SC;52,188506;0,996128
4216909;São Lourenço do Oeste;SC;61,998564;0,970709
4217006;São Ludgero;SC;62,995738;0,968126
4217105;São Martinho;SC;67,793787;0,955694
4217154;São Miguel da Boa Vista;SC;61,165634;0,972868
4217204;São Miguel do Oeste;SC;63,614755;0,966522
4217253;São Pedro de Alcântara;SC;68,751015;0,953214
4217303;Saudades;SC;62,624793;0,969087
4217402;Schroeder;SC;63,672488;0,966372
4217501;Seara;SC;61,680452;0,971534
4217550;Serra Alta;SC;62,631271;0,969070
4217600;Siderópolis;SC;61,921562;0,970909
4217709;Sombrio;SC;58,081799;0,980858
4217758;Sul Brasil;SC;57,515080;0,982326
4217808;Taió;SC;62,677483;0,968950
4217907;Tangará;SC;60,918079;0,973509
4217956;Tigrinhos;SC;55,822923;0,986711
4218004;Tijucas;SC;60,274295;0,975177
4218103;Timbé do Sul;SC;56,578029;0,984754
4218202;Timbó;SC;68,331465;0,954301
4218251;Timbó Grande;SC;50,119942;1,001487
4218301;Três Barras;SC;55,935609;0,986419
4218350;Treviso;SC;63,694638;0,966315
4218400;Treze de Maio;SC;61,506275;0,971985
4218509;Treze Tílias;SC;65,483736;0,961679
4218608;Trombudo Central;SC;62,242540;0,970077
4218707;Tubarão;SC;63,164008;0,967690
4218756;Tunápolis;SC;62,921371;0,968318
4218806;Turvo;SC;60,282238;0,975157
4218855;União do Oeste;SC;61,215433;0,972739
4218905;Urubici;SC;59,035471;0,978387
4218954;Urupema;SC;56,686670;0,984473
4219002;Urussanga;SC;63,305517;0,967323
4219101;Vargeão;SC;60,049542;0,975759
4219150;Vargem;SC;57,125673;0,983335
4219176;Vargem Bonita;SC;60,277665;0,975168
4219200;Vidal Ramos;SC;62,333975;0,969840
4219309;Videira;SC;61,588837;0,971771
4219358;Vitor Meireles;SC;59,991496;0,975910
4219408;Witmarsum;SC;64,511988;0,964197
4219507;Xanxerê;SC;59,345469;0,977584
4219606;Xavantina;SC;62,418686;0,969621
4219705;Xaxim;SC;62,278007;0,969985
4219853;Zortéa;SC;60,411820;0,974821
4220000;Balneário Rincão;SC;58,567187;0,979600
4300034;Aceguá;SC;56,291752;0,985496
4300059;Água Santa;SC;62,535540;0,969318
4300109;Agudo;SC;58,411637;0,980003
4300208;Ajuricaba;SC;62,094411;0,970461
4300307;Alecrim;SC;57,393774;0,982641
4300406;Alegrete;SC;53,569030;0,992551
4300455;Alegria;SC;54,104285;0,991164
4300471;Almirante Tamandaré do Sul;SC;57,689843;0,981874
4300505;Alpestre;SC;55,455649;0,987662
4300554;Alto Alegre;SC;58,756371;0,979110
4300570;Alto Feliz;SC;66,108542;0,960060
4300604;Alvorada;SC;55,714462;0,986992
4300638;Amaral Ferrador;SC;50,489167;1,000531
4300646;Ametista do Sul;SC;55,296501;0,988075
4300661;André da Rocha;SC;58,365392;0,980123
4300703;Anta Gorda;SC;61,179726;0,972831
4300802;Antônio Prado;SC;64,239648;0,964903
4300851;Arambaré;SC;54,770847;0,989437
4300877;Araricá;SC;56,653650;0,984558
4300901;Aratiba;SC;62,512627;0,969377
4301008;Arroio do Meio;SC;64,160978;0,965107
4301057;Arroio do Sal;SC;59,027189;0,978408
4301073;Arroio do Padre;SC;59,949985;0,976017
4301107;Arroio dos Ratos;SC;56,308622;0,985452
4301206;Arroio do Tigre;SC;54,584258;0,989920
4301305;Arroio Grande;SC;51,917933;0,996829
4301404;Arvorezinha;SC;55,994896;0,986265
4301503;Augusto Pestana;SC;58,970820;0,978554
4301552;Áurea;SC;56,130328;0,985914
4301602;Bagé;SC;53,803106;0,991944
4301636;Balneário Pinhal;SC;56,177115;0,985793
4301651;Barão;SC;63,756944;0,966153
4301701;Barão de Cotegipe;SC;59,160665;0,978063
4301750;Barão do Triunfo;SC;49,836404;1,002222
4301800;Barracão;SC;56,572585;0,984768
4301859;Barra do Guarita;SC;55,150811;0,988452
4301875;Barra do Quaraí;SC;52,634516;0,994972
4301909;Barra do Ribeiro;SC;55,904492;0,986499
4301925;Barra do Rio Azul;SC;57,940669;0,981224
4301958;Barra Funda;SC;62,596603;0,969160
4302006;Barros Cassal;SC;51,251542;0,998555
4302055;Benjamin Constant do Sul;SC;52,536595;0,995226
4302105;Bento Gonçalves;SC;62,059231;0,970552
4302154;Boa Vista das Missões;SC;56,596818;0,984706
4302204;Boa Vista do Buricá;SC;63,037858;0,968017
4302220;Boa Vista do Cadeado;SC;60,200698;0,975368
4302238;Boa Vista do Incra;SC;59,116451;0,978177
4302253;Boa Vista do Sul;SC;62,635310;0,969060
4302303;Bom Jesus;SC;55,748827;0,986903
4302352;Bom Princípio;SC;65,257678;0,962265
4302378;Bom Progresso;SC;55,598229;0,987293
4302402;Bom Retiro do Sul;SC;61,117808;0,972992
4302451;Boqueirão do Leão;SC;54,673099;0,989690
4302501;Bossoroca;SC;52,070313;0,996434
4302584;Bozano;SC;62,972657;0,968186
4302600;Braga;SC;54,231933;0,990833
4302659;Brochier;SC;60,701813;0,974069
4302709;Butiá;SC;54,573904;0,989947
4302808;Caçapava do Sul;SC;55,568377;0,987370
4302907;Cacequi;SC;54,619730;0,989828
4303004;Cachoeira do Sul;SC;55,495105;0,987560
4303103;Cachoeirinha;SC;58,279106;0,980347
4303202;Cacique Doble;SC;56,175362;0,985798
4303301;Caibaté;SC;54,817536;0,989316
4303400;Caiçara;SC;55,190893;0,988348
4303509;Camaquã;SC;54,442754;0,990287
4303558;Camargo;SC;61,740860;0,971377
4303608;Cambará do Sul;SC;57,425977;0,982557
4303673;Campestre da Serra;SC;62,087821;0,970478
4303707;Campina das Missões;SC;63,133835;0,967768
4303806;Campinas do Sul;SC;56,536724;0,984861
4303905;Campo Bom;SC;59,333961;0,977614
4304002;Campo Novo;SC;55,302604;0,988059
4304101;Campos Borges;SC;56,621623;0,984641
4304200;Candelária;SC;53,752180;0,992076
4304309;Cândido Godói;SC;60,115864;0,975588
4304358;Candiota;SC;54,992253;0,988863
4304408;Canela;SC;59,530620;0,977104
4304507;Canguçu;SC;54,993467;0,988860
4304606;Canoas;SC;58,066882;0,980897
4304614;Canudos do Vale;SC;58,228305;0,980478
4304622;Capão Bonito do Sul;SC;55,040117;0,988739
